step,loss,bpc,acc,gnorm,lr,elapsed_s
274,4.508137,6.5039,0.151018,0.1096,0.001000,840.2
275,4.516926,6.5166,0.152871,0.1032,0.001000,843.4
276,4.499053,6.4908,0.159056,0.1039,0.001000,846.4
277,4.504935,6.4993,0.152415,0.1148,0.001000,849.5
278,4.493947,6.4834,0.157517,0.1202,0.001000,852.6
279,4.504154,6.4981,0.158901,0.0961,0.001000,855.7
280,4.486534,6.4727,0.159547,0.1125,0.001000,858.9
281,4.497567,6.4886,0.158380,0.1311,0.001000,862.2
282,4.503031,6.4965,0.156330,0.1243,0.001000,865.1
283,4.490747,6.4788,0.157013,0.0957,0.001000,868.1
284,4.503459,6.4971,0.158877,0.1234,0.001000,871.1
285,4.517981,6.5181,0.156122,0.1640,0.001000,874.2
286,4.499239,6.4911,0.154465,0.1046,0.001000,877.2
287,4.509270,6.5055,0.158551,0.1071,0.001000,880.3
288,4.510602,6.5074,0.157023,0.1114,0.001000,883.4
289,4.495356,6.4855,0.158722,0.1433,0.001000,886.4
290,4.497904,6.4891,0.160920,0.1103,0.001000,889.4
291,4.492696,6.4816,0.163164,0.1086,0.001000,892.4
292,4.491778,6.4803,0.157355,0.0977,0.001000,895.4
293,4.504368,6.4985,0.154622,0.0979,0.001000,898.6
294,4.490994,6.4792,0.157507,0.1058,0.001000,901.8
295,4.486570,6.4728,0.156853,0.1050,0.001000,904.7
296,4.480114,6.4635,0.160082,0.1123,0.001000,907.7
297,4.500908,6.4935,0.158738,0.1070,0.001000,910.9
298,4.486547,6.4727,0.159569,0.1172,0.001000,914.0
299,4.491506,6.4799,0.157688,0.1009,0.001000,917.2
300,4.497246,6.4882,0.160772,0.0989,0.001000,920.1
301,4.477063,6.4591,0.159584,0.0930,0.001000,923.1
302,4.491980,6.4806,0.156984,0.0977,0.001000,926.1
303,4.515453,6.5144,0.156833,0.1289,0.001000,929.1
304,4.506549,6.5016,0.160240,0.1076,0.001000,932.2
305,4.504255,6.4983,0.157165,0.0983,0.001000,935.3
306,4.513226,6.5112,0.155795,0.1071,0.001000,938.3
307,4.503525,6.4972,0.159227,0.1128,0.001000,941.3
308,4.503030,6.4965,0.155966,0.1202,0.001000,944.4
309,4.494194,6.4838,0.160266,0.1078,0.001000,947.5
310,4.489583,6.4771,0.159227,0.1210,0.001000,950.5
311,4.502648,6.4960,0.157336,0.1273,0.001000,953.8
312,4.489908,6.4776,0.161445,0.1235,0.001000,956.9
313,4.499813,6.4919,0.157859,0.0976,0.001000,959.9
314,4.503630,6.4974,0.154083,0.1142,0.001000,963.1
315,4.497789,6.4890,0.156692,0.1105,0.001000,966.1
316,4.503279,6.4969,0.154070,0.1138,0.001000,969.2
317,4.486174,6.4722,0.155099,0.1125,0.001000,972.4
318,4.506565,6.5016,0.161456,0.1238,0.001000,975.4
319,4.490211,6.4780,0.162648,0.1084,0.001000,978.5
320,4.485538,6.4713,0.160595,0.1066,0.001000,981.4
321,4.515436,6.5144,0.160614,0.0976,0.001000,984.4
322,4.493066,6.4821,0.161268,0.1074,0.001000,987.4
323,4.484589,6.4699,0.160754,0.1131,0.001000,990.5
324,4.498458,6.4899,0.157184,0.1161,0.001000,993.5
325,4.500129,6.4923,0.159405,0.1057,0.001000,996.6
326,4.506052,6.5009,0.158012,0.1098,0.001000,999.7
327,4.503249,6.4968,0.158218,0.1086,0.001000,1002.7
328,4.491069,6.4793,0.160062,0.1122,0.001000,1005.7
329,4.506517,6.5016,0.154242,0.1049,0.001000,1008.8
330,4.522497,6.5246,0.155110,0.1074,0.001000,1011.8
331,4.488014,6.4749,0.162997,0.1101,0.001000,1014.9
332,4.497649,6.4888,0.153912,0.1050,0.001000,1018.0
333,4.505200,6.4997,0.158706,0.1064,0.001000,1021.2
334,4.494574,6.4843,0.154792,0.1032,0.001000,1024.2
335,4.505708,6.5004,0.159398,0.1183,0.001000,1027.4
336,4.505272,6.4998,0.156148,0.1185,0.001000,1030.5
337,4.499596,6.4916,0.161782,0.1044,0.001000,1033.7
338,4.478281,6.4608,0.159398,0.1072,0.001000,1036.7
339,4.495608,6.4858,0.156682,0.1203,0.001000,1039.7
340,4.508075,6.5038,0.158201,0.1079,0.001000,1042.7
341,4.491558,6.4800,0.157850,0.1122,0.001000,1045.8
342,4.497678,6.4888,0.160075,0.1071,0.001000,1048.8
343,4.509279,6.5055,0.155476,0.1096,0.001000,1051.8
344,4.508080,6.5038,0.153912,0.1270,0.001000,1054.7
345,4.516138,6.5154,0.154463,0.1271,0.001000,1057.8
346,4.503078,6.4966,0.154096,0.1083,0.001000,1060.8
347,4.498358,6.4898,0.158030,0.1101,0.001000,1064.0
348,4.506492,6.5015,0.158893,0.1171,0.001000,1067.0
349,4.504003,6.4979,0.160595,0.1296,0.001000,1069.9
350,4.495104,6.4851,0.159056,0.1097,0.001000,1072.9
351,4.516703,6.5162,0.157697,0.1171,0.001000,1076.0
352,4.504613,6.4988,0.159726,0.1161,0.001000,1079.0
353,4.481978,6.4661,0.160943,0.1110,0.001000,1082.0
354,4.497371,6.4884,0.162130,0.1417,0.001000,1085.1
355,4.499606,6.4916,0.165040,0.1129,0.001000,1088.2
356,4.491076,6.4793,0.161787,0.1218,0.001000,1091.2
357,4.508560,6.5045,0.160418,0.1247,0.001000,1094.2
358,4.503239,6.4968,0.155441,0.1223,0.001000,1097.2
359,4.495070,6.4850,0.157507,0.1133,0.001000,1100.2
360,4.476646,6.4585,0.162826,0.1059,0.001000,1103.1
361,4.492093,6.4807,0.165381,0.1172,0.001000,1106.2
362,4.507775,6.5034,0.158526,0.1388,0.001000,1109.0
363,4.496973,6.4878,0.155988,0.1308,0.001000,1111.9
364,4.501352,6.4941,0.158201,0.1069,0.001000,1114.8
