step,loss,bpc,acc,gnorm,lr,elapsed_s
374,4.496560,6.4872,0.158030,0.0990,0.001000,966.0
375,4.518222,6.5184,0.156148,0.1110,0.001000,968.5
376,4.489955,6.4777,0.161285,0.1059,0.001000,971.6
377,4.497099,6.4880,0.157004,0.0971,0.001000,974.5
378,4.509495,6.5058,0.152913,0.1055,0.001000,977.0
379,4.484279,6.4695,0.159398,0.1045,0.001000,979.6
380,4.498571,6.4901,0.155966,0.1142,0.001000,982.0
381,4.487347,6.4739,0.161285,0.1008,0.001000,984.7
382,4.490737,6.4788,0.161285,0.1031,0.001000,987.3
383,4.488312,6.4753,0.157336,0.1110,0.001000,989.8
384,4.494258,6.4839,0.157877,0.1060,0.001000,992.4
385,4.494681,6.4845,0.159235,0.1191,0.001000,995.0
386,4.494935,6.4848,0.161085,0.0986,0.001000,997.4
387,4.505475,6.5000,0.155317,0.1016,0.001000,1000.0
388,4.507470,6.5029,0.158885,0.1085,0.001000,1002.7
389,4.524045,6.5268,0.154229,0.1099,0.001000,1005.3
390,4.516967,6.5166,0.158526,0.1146,0.001000,1007.9
391,4.513239,6.5112,0.156833,0.1022,0.001000,1010.6
392,4.512500,6.5102,0.153543,0.1017,0.001000,1013.1
393,4.505662,6.5003,0.150367,0.1086,0.001000,1015.8
394,4.502211,6.4953,0.156309,0.1203,0.001000,1018.4
395,4.499195,6.4910,0.161097,0.1052,0.001000,1021.0
396,4.494522,6.4842,0.157517,0.1059,0.001000,1023.5
397,4.517177,6.5169,0.158166,0.1002,0.001000,1026.2
398,4.545979,6.5585,0.152455,0.1069,0.001000,1028.7
399,4.528818,6.5337,0.151812,0.1094,0.001000,1031.1
400,4.513333,6.5114,0.157498,0.1125,0.001000,1033.9
401,4.504883,6.4992,0.159719,0.1089,0.001000,1036.4
402,4.489829,6.4775,0.160772,0.1173,0.001000,1039.0
403,4.504303,6.4984,0.157678,0.1083,0.001000,1041.7
404,4.484064,6.4692,0.164696,0.1175,0.001000,1044.3
405,4.490930,6.4791,0.159863,0.1012,0.001000,1046.8
406,4.477521,6.4597,0.166810,0.1094,0.001000,1049.5
407,4.470234,6.4492,0.166410,0.1091,0.001000,1052.2
408,4.484498,6.4698,0.162125,0.1111,0.001000,1054.8
409,4.499394,6.4913,0.156879,0.1115,0.001000,1057.3
410,4.468750,6.4471,0.161755,0.1229,0.001000,1059.9
411,4.494962,6.4849,0.157365,0.1432,0.001000,1062.5
412,4.491615,6.4801,0.160754,0.1130,0.001000,1065.4
413,4.480955,6.4647,0.160766,0.1073,0.001000,1068.1
414,4.498328,6.4897,0.157706,0.1163,0.001000,1070.7
415,4.485437,6.4711,0.158363,0.1277,0.001000,1073.3
416,4.497278,6.4882,0.155293,0.1335,0.001000,1075.9
417,4.493111,6.4822,0.159242,0.1253,0.001000,1078.4
418,4.485775,6.4716,0.160583,0.0982,0.001000,1081.1
419,4.485401,6.4711,0.158877,0.1059,0.001000,1083.6
420,4.510126,6.5068,0.157669,0.1085,0.001000,1086.2
421,4.496944,6.4877,0.160266,0.1079,0.001000,1088.7
422,4.510364,6.5071,0.151858,0.1400,0.001000,1091.3
423,4.504518,6.4987,0.160253,0.1152,0.001000,1093.8
424,4.470498,6.4496,0.166410,0.1345,0.001000,1096.5
425,4.498026,6.4893,0.163153,0.1028,0.001000,1099.0
426,4.514437,6.5130,0.160778,0.1233,0.001000,1101.7
427,4.508622,6.5046,0.159747,0.1131,0.001000,1104.4
428,4.494404,6.4841,0.165553,0.1106,0.001000,1106.9
429,4.486432,6.4726,0.170682,0.1334,0.001000,1109.5
430,4.497741,6.4889,0.166410,0.1016,0.001000,1112.2
431,4.478670,6.4614,0.165556,0.1297,0.001000,1114.8
432,4.481027,6.4648,0.162485,0.1009,0.001000,1117.3
433,4.493629,6.4830,0.164527,0.1105,0.001000,1120.0
434,4.487318,6.4739,0.160576,0.1140,0.001000,1122.6
435,4.472438,6.4524,0.165728,0.1041,0.001000,1125.2
436,4.501480,6.4943,0.162978,0.1125,0.001000,1127.9
437,4.503813,6.4977,0.156459,0.1077,0.001000,1130.5
438,4.493682,6.4830,0.160411,0.1124,0.001000,1133.1
439,4.505887,6.5006,0.155829,0.1181,0.001000,1135.6
440,4.508018,6.5037,0.154070,0.1156,0.001000,1138.1
441,4.487965,6.4748,0.159925,0.1075,0.001000,1140.6
442,4.493367,6.4826,0.161621,0.1098,0.001000,1143.4
443,4.494812,6.4847,0.162822,0.1082,0.001000,1145.9
444,4.488887,6.4761,0.162485,0.0999,0.001000,1148.4
445,4.498514,6.4900,0.159383,0.1122,0.001000,1150.9
