step,raw_loss,masked_loss,accuracy,masked_acc,lr,elapsed_s,samples_seen,mask_frac
1860,2.089496,1.983694,0.436401,0.442150,0.000966,1465.8,476160,0.9870
1870,2.126155,2.005429,0.426147,0.432402,0.000966,1472.6,478720,0.9855
1880,2.128462,2.008590,0.420471,0.426511,0.000965,1480.2,481280,0.9858
1890,2.140515,2.009224,0.428101,0.435166,0.000965,1488.4,483840,0.9838
1900,2.104285,1.996160,0.428772,0.434527,0.000964,1497.6,486400,0.9868
1910,2.057160,1.978337,0.435425,0.439556,0.000964,1508.4,488960,0.9906
1920,2.071032,2.013870,0.429138,0.432065,0.000964,1517.7,491520,0.9932
1930,2.085300,1.993661,0.432983,0.437820,0.000963,1525.7,494080,0.9890
1940,2.092408,1.985768,0.435364,0.440717,0.000963,1534.9,496640,0.9879
1950,2.094293,1.967130,0.440857,0.447882,0.000962,1541.9,499200,0.9843
1960,2.097553,1.992446,0.441162,0.446752,0.000962,1550.1,501760,0.9875
1970,2.084592,1.978938,0.434998,0.440428,0.000962,1558.0,504320,0.9877
1980,2.063381,1.974285,0.435364,0.440010,0.000961,1566.4,506880,0.9894
1990,2.116112,1.978139,0.433533,0.440523,0.000961,1574.9,509440,0.9841
2000,2.124298,1.997366,0.429810,0.436334,0.000960,1581.8,512000,0.9850
2010,2.058341,1.975926,0.438721,0.443266,0.000960,1593.2,514560,0.9897
2020,2.069426,1.973631,0.437622,0.442893,0.000960,1601.5,517120,0.9881
2030,2.107400,1.991770,0.432678,0.438730,0.000959,1608.0,519680,0.9862
2040,2.071387,1.997668,0.429749,0.433586,0.000959,1614.5,522240,0.9911
2050,2.081691,1.976492,0.434570,0.440322,0.000958,1621.1,524800,0.9869
2060,2.094360,1.971719,0.431946,0.438693,0.000958,1628.4,527360,0.9846
2070,2.070918,1.959675,0.434448,0.440470,0.000958,1635.7,529920,0.9863
2080,2.053424,1.940152,0.444214,0.449926,0.000957,1642.1,532480,0.9873
2090,2.077839,1.968451,0.438416,0.443943,0.000957,1649.2,535040,0.9875
2100,2.067461,1.969339,0.433960,0.439052,0.000956,1656.8,537600,0.9884
2110,2.119189,1.974531,0.437256,0.444831,0.000956,1668.2,540160,0.9830
2120,2.043766,1.985180,0.438904,0.442006,0.000955,1678.2,542720,0.9930
2130,2.123648,2.052430,0.417786,0.421205,0.000955,1686.0,545280,0.9919
2140,2.199013,2.095081,0.401611,0.406474,0.000955,1693.5,547840,0.9880
2150,2.123943,1.995070,0.426208,0.432571,0.000954,1700.3,550400,0.9853
2160,2.097008,1.976839,0.430908,0.436800,0.000954,1707.8,552960,0.9865
2170,2.097529,1.981320,0.432495,0.438572,0.000953,1716.3,555520,0.9861
2180,2.079479,1.974599,0.435120,0.440551,0.000953,1723.5,558080,0.9877
2190,2.066392,1.987313,0.434326,0.438312,0.000952,1731.1,560640,0.9909
2200,2.082283,1.979878,0.434265,0.439496,0.000952,1738.1,563200,0.9881
2210,2.035581,1.948020,0.445923,0.450654,0.000951,1749.5,565760,0.9895
2220,2.050642,1.971538,0.437988,0.442144,0.000951,1758.7,568320,0.9906
2230,2.058791,1.950743,0.442505,0.448112,0.000950,1766.1,570880,0.9875
2240,2.069834,1.974855,0.441833,0.446797,0.000950,1773.6,573440,0.9889
2250,2.061979,1.957312,0.437073,0.442419,0.000950,1780.7,576000,0.9879
2260,2.089772,1.938027,0.443054,0.450786,0.000949,1788.5,578560,0.9828
2270,2.071219,1.959168,0.441284,0.447014,0.000949,1795.3,581120,0.9872
2280,2.081628,1.963033,0.439026,0.445304,0.000948,1803.4,583680,0.9859
2290,2.074604,1.973257,0.440613,0.446168,0.000948,1810.5,586240,0.9875
2300,2.117580,2.027557,0.424438,0.429153,0.000947,1818.3,588800,0.9890
2310,2.067257,1.973832,0.433899,0.438881,0.000947,1830.0,591360,0.9886
2320,2.029931,1.959279,0.438293,0.441962,0.000946,1837.7,593920,0.9917
2330,2.001623,1.919144,0.452637,0.457016,0.000946,1845.9,596480,0.9904
2340,2.080001,1.949324,0.435730,0.442125,0.000945,1853.1,599040,0.9855
2350,2.040819,1.958261,0.447876,0.452154,0.000945,1862.0,601600,0.9905
2360,2.048228,1.920822,0.449585,0.456240,0.000944,1872.1,604160,0.9854
2370,2.055190,1.943808,0.447083,0.452859,0.000944,1883.3,606720,0.9872
2380,2.056080,1.940699,0.448303,0.454574,0.000943,1891.2,609280,0.9862
2390,2.022156,1.929938,0.448608,0.453396,0.000943,1900.7,611840,0.9894
2400,2.055442,1.943259,0.443298,0.449054,0.000942,1908.9,614400,0.9872
2410,2.063352,1.939558,0.447815,0.454163,0.000942,1921.2,616960,0.9860
2420,2.106239,1.956062,0.444702,0.452462,0.000941,1933.2,619520,0.9828
2430,2.027676,1.933689,0.446899,0.451585,0.000941,1941.3,622080,0.9896
2440,2.026925,1.929585,0.449951,0.455062,0.000940,1948.9,624640,0.9888
2450,2.067263,1.945132,0.448669,0.455142,0.000940,1956.8,627200,0.9858
2460,2.012252,1.925416,0.444763,0.449232,0.000939,1964.4,629760,0.9901
2470,2.106316,1.929875,0.446228,0.455344,0.000939,1973.8,632320,0.9800
2480,2.067636,1.951975,0.444824,0.450655,0.000938,1982.7,634880,0.9871
2490,2.069098,1.942495,0.442566,0.449006,0.000938,1991.6,637440,0.9857
2500,2.015515,1.918648,0.448792,0.453665,0.000937,1999.7,640000,0.9893
2501,2.046041,1.926198,0.450928,0.456754,0.000516,1.0,640256,0.9872
2510,2.067050,1.939888,0.447144,0.453735,0.000513,9.2,642560,0.9855
2520,2.043807,1.905234,0.449829,0.456941,0.000510,17.1,645120,0.9844
2530,2.076457,1.913581,0.453796,0.462117,0.000507,25.7,647680,0.9820
2540,2.012156,1.897786,0.460205,0.466238,0.000504,33.3,650240,0.9871
2550,2.061604,1.923132,0.448914,0.455954,0.000500,41.8,652800,0.9846
2560,2.069833,1.961600,0.432800,0.438338,0.000497,49.7,655360,0.9874
2570,2.001924,1.918789,0.448059,0.452338,0.000494,58.5,657920,0.9905
2580,2.040053,1.908207,0.450623,0.457322,0.000491,66.4,660480,0.9854
2590,1.991579,1.921030,0.452148,0.455821,0.000487,74.3,663040,0.9919
2600,2.038192,1.923557,0.448975,0.455029,0.000484,82.0,665600,0.9867
2610,2.059601,1.936652,0.443359,0.449700,0.000481,95.4,668160,0.9859
2620,2.068222,1.951933,0.445129,0.451048,0.000478,105.9,670720,0.9869
2630,2.007408,1.897718,0.462585,0.468273,0.000475,114.4,673280,0.9879
2640,2.003695,1.890834,0.460938,0.466749,0.000471,121.3,675840,0.9875
2650,2.007947,1.907626,0.452148,0.457256,0.000468,128.7,678400,0.9888
2660,2.034238,1.906157,0.449585,0.455986,0.000465,135.4,680960,0.9860
2670,2.035531,1.908188,0.460815,0.467377,0.000462,142.6,683520,0.9860
2680,2.050994,1.927360,0.452271,0.458625,0.000459,149.5,686080,0.9861
2690,1.992925,1.894542,0.460022,0.465046,0.000455,156.5,688640,0.9892
2700,2.015368,1.888893,0.458801,0.465449,0.000452,164.0,691200,0.9857
2710,2.030951,1.897765,0.456299,0.463054,0.000449,177.7,693760,0.9854
2720,2.050357,1.913162,0.451111,0.458044,0.000446,188.7,696320,0.9849
2730,1.971240,1.880976,0.468811,0.473580,0.000443,196.7,698880,0.9899
2740,2.036441,1.911022,0.456848,0.463353,0.000440,204.7,701440,0.9860
2750,2.027681,1.895411,0.457336,0.464250,0.000436,212.4,704000,0.9851
2760,2.013102,1.886923,0.462402,0.468899,0.000433,219.7,706560,0.9861
2770,1.990040,1.873777,0.464111,0.469905,0.000430,227.7,709120,0.9877
