step,raw_loss,masked_loss,accuracy,masked_acc,lr,elapsed_s,samples_seen,mask_frac
1280,2.292083,2.176788,0.375488,0.380269,0.000919,1293.9,163840,0.9874
1290,2.324643,2.206334,0.371582,0.376733,0.000917,1303.3,165120,0.9863
1300,2.232858,2.154746,0.384399,0.387903,0.000916,1312.9,166400,0.9910
1310,2.326979,2.225114,0.374023,0.378692,0.000915,1328.4,167680,0.9877
1320,2.272517,2.200689,0.367920,0.371000,0.000913,1338.0,168960,0.9917
1330,2.260873,2.189341,0.380981,0.384360,0.000912,1347.4,170240,0.9912
1340,2.306718,2.170167,0.382568,0.388641,0.000910,1356.6,171520,0.9844
1350,2.305772,2.167084,0.384888,0.391143,0.000909,1365.7,172800,0.9840
1360,2.215858,2.139352,0.388916,0.392365,0.000908,1375.3,174080,0.9912
1370,2.294027,2.158553,0.377075,0.382871,0.000906,1384.9,175360,0.9849
1380,2.208867,2.107603,0.391235,0.395679,0.000905,1394.5,176640,0.9888
1390,2.234348,2.128772,0.396606,0.401309,0.000903,1404.0,177920,0.9883
1400,2.220854,2.136569,0.388428,0.392162,0.000902,1413.4,179200,0.9905
1410,2.246461,2.110317,0.392212,0.397993,0.000900,1429.6,180480,0.9855
1420,2.266078,2.139829,0.387329,0.393185,0.000899,1439.8,181760,0.9851
1430,2.270298,2.137638,0.390991,0.397050,0.000897,1449.3,183040,0.9847
1440,2.200536,2.113611,0.396973,0.401085,0.000896,1458.9,184320,0.9897
