step,model,loss,acc,avg_loss_20,avg_acc_20
697,B_scale0.01,0.621778,0.8125,0.670055,0.6094
698,A_scale1.0,0.717651,0.3125,0.665037,0.5687
698,B_scale0.01,0.677616,0.5000,0.670877,0.5906
699,A_scale1.0,0.672078,0.4375,0.665662,0.5625
699,B_scale0.01,0.670388,0.6250,0.670884,0.5969
700,A_scale1.0,0.695328,0.5000,0.668142,0.5563
700,B_scale0.01,0.713841,0.4375,0.674075,0.5875
701,A_scale1.0,0.627084,0.7500,0.667563,0.5594
701,B_scale0.01,0.636470,0.6875,0.672856,0.5875
702,A_scale1.0,0.603905,0.6250,0.665381,0.5625
702,B_scale0.01,0.671679,0.6250,0.673073,0.5875
703,A_scale1.0,0.607525,0.6875,0.661998,0.5656
703,B_scale0.01,0.671338,0.5625,0.671794,0.5906
704,A_scale1.0,0.682296,0.5000,0.661795,0.5687
704,B_scale0.01,0.736216,0.3125,0.674650,0.5844
705,A_scale1.0,0.692587,0.5625,0.667272,0.5531
705,B_scale0.01,0.720784,0.5000,0.678362,0.5687
706,A_scale1.0,0.654916,0.5625,0.668020,0.5531
706,B_scale0.01,0.675937,0.4375,0.678991,0.5563
707,A_scale1.0,0.662119,0.6250,0.664619,0.5656
707,B_scale0.01,0.663964,0.6875,0.678769,0.5625
708,A_scale1.0,0.701833,0.5625,0.667813,0.5625
708,B_scale0.01,0.671274,0.6250,0.678966,0.5563
709,A_scale1.0,0.613482,0.6250,0.662888,0.5656
709,B_scale0.01,0.637813,0.6875,0.675906,0.5687
710,A_scale1.0,0.580034,0.7500,0.658061,0.5781
710,B_scale0.01,0.600837,0.7500,0.673022,0.5719
711,A_scale1.0,0.655255,0.5625,0.658616,0.5750
711,B_scale0.01,0.654794,0.7500,0.672010,0.5844
712,A_scale1.0,0.623637,0.6250,0.653716,0.5813
712,B_scale0.01,0.638633,0.6250,0.667265,0.6000
713,A_scale1.0,0.628984,0.5625,0.651587,0.5844
713,B_scale0.01,0.650144,0.8125,0.666734,0.6031
714,A_scale1.0,0.619012,0.6250,0.646997,0.5906
714,B_scale0.01,0.646058,0.6250,0.665422,0.6062
715,A_scale1.0,0.710132,0.4375,0.653671,0.5750
715,B_scale0.01,0.733254,0.4375,0.667878,0.6031
716,A_scale1.0,0.753562,0.3750,0.656723,0.5687
716,B_scale0.01,0.707050,0.3125,0.669993,0.5906
717,A_scale1.0,0.642337,0.6250,0.657188,0.5656
717,B_scale0.01,0.663593,0.6250,0.672084,0.5813
718,A_scale1.0,0.653114,0.6875,0.653961,0.5844
718,B_scale0.01,0.656261,0.6250,0.671016,0.5875
719,A_scale1.0,0.653857,0.5000,0.653050,0.5875
719,B_scale0.01,0.656287,0.5000,0.670311,0.5813
720,A_scale1.0,0.727888,0.4375,0.654678,0.5844
720,B_scale0.01,0.719867,0.4375,0.670613,0.5813
721,A_scale1.0,0.660543,0.5000,0.656351,0.5719
721,B_scale0.01,0.656986,0.6875,0.671638,0.5813
722,A_scale1.0,0.653390,0.6875,0.658825,0.5750
722,B_scale0.01,0.691994,0.5000,0.672654,0.5750
723,A_scale1.0,0.655324,0.6250,0.661215,0.5719
723,B_scale0.01,0.651159,0.7500,0.671645,0.5844
724,A_scale1.0,0.762804,0.6250,0.665241,0.5781
724,B_scale0.01,0.707067,0.5625,0.670188,0.5969
725,A_scale1.0,0.673999,0.6875,0.664311,0.5844
725,B_scale0.01,0.684924,0.6250,0.668395,0.6031
726,A_scale1.0,0.675001,0.5000,0.665315,0.5813
726,B_scale0.01,0.664627,0.5000,0.667829,0.6062
727,A_scale1.0,0.601206,0.6875,0.662270,0.5844
727,B_scale0.01,0.670876,0.6250,0.668175,0.6031
728,A_scale1.0,0.592146,0.6875,0.656785,0.5906
728,B_scale0.01,0.623358,0.6250,0.665779,0.6031
729,A_scale1.0,0.659773,0.7500,0.659100,0.5969
729,B_scale0.01,0.610094,0.6250,0.664393,0.6000
730,A_scale1.0,0.678620,0.5000,0.664029,0.5844
730,B_scale0.01,0.708330,0.4375,0.669768,0.5844
731,A_scale1.0,0.671552,0.5625,0.664844,0.5844
731,B_scale0.01,0.667878,0.5625,0.670422,0.5750
732,A_scale1.0,0.577976,0.8125,0.662561,0.5938
732,B_scale0.01,0.576773,0.7500,0.667329,0.5813
733,A_scale1.0,0.676346,0.6250,0.664929,0.5969
733,B_scale0.01,0.635068,0.6250,0.666575,0.5719
734,A_scale1.0,0.574278,0.7500,0.662692,0.6031
734,B_scale0.01,0.587044,0.7500,0.663624,0.5781
735,A_scale1.0,0.670103,0.7500,0.660691,0.6188
735,B_scale0.01,0.656480,0.6250,0.659786,0.5875
736,A_scale1.0,0.725030,0.4375,0.659264,0.6219
736,B_scale0.01,0.816026,0.3750,0.665235,0.5906
737,A_scale1.0,0.690350,0.5000,0.661665,0.6156
737,B_scale0.01,0.724286,0.5000,0.668269,0.5844
738,A_scale1.0,0.584800,0.7500,0.658249,0.6188
738,B_scale0.01,0.624577,0.6250,0.666685,0.5844
739,A_scale1.0,0.680305,0.5000,0.659572,0.6188
739,B_scale0.01,0.683313,0.6250,0.668036,0.5906
740,A_scale1.0,0.666815,0.5000,0.656518,0.6219
740,B_scale0.01,0.704701,0.4375,0.667278,0.5906
741,A_scale1.0,0.584473,0.6250,0.652715,0.6281
741,B_scale0.01,0.645054,0.6875,0.666681,0.5906
742,A_scale1.0,0.599031,0.8125,0.649997,0.6344
742,B_scale0.01,0.571727,0.8125,0.660668,0.6062
743,A_scale1.0,0.732401,0.5625,0.653850,0.6312
743,B_scale0.01,0.672545,0.6250,0.661738,0.6000
744,A_scale1.0,0.618823,0.6875,0.646651,0.6344
744,B_scale0.01,0.635167,0.6875,0.658143,0.6062
745,A_scale1.0,0.612802,0.6875,0.643592,0.6344
745,B_scale0.01,0.625728,0.6250,0.655183,0.6062
746,A_scale1.0,0.662539,0.5000,0.642969,0.6344
746,B_scale0.01,0.652138,0.7500,0.654558,0.6188
747,A_scale1.0,0.637844,0.7500,0.644800,0.6375
747,B_scale0.01,0.675488,0.5000,0.654789,0.6125
748,A_scale1.0,0.746876,0.5000,0.652537,0.6281
748,B_scale0.01,0.735555,0.4375,0.660399,0.6031
749,A_scale1.0,0.652783,0.6250,0.652187,0.6219
749,B_scale0.01,0.631786,0.6250,0.661483,0.6031
750,A_scale1.0,0.684664,0.6250,0.652490,0.6281
750,B_scale0.01,0.713277,0.3750,0.661731,0.6000
751,A_scale1.0,0.648730,0.5625,0.651349,0.6281
751,B_scale0.01,0.643574,0.6250,0.660515,0.6031
752,A_scale1.0,0.626851,0.7500,0.653792,0.6250
752,B_scale0.01,0.680381,0.5625,0.665696,0.5938
753,A_scale1.0,0.621669,0.6875,0.651058,0.6281
753,B_scale0.01,0.610724,0.8125,0.664479,0.6031
754,A_scale1.0,0.671939,0.5625,0.655941,0.6188
754,B_scale0.01,0.693736,0.5000,0.669813,0.5906
755,A_scale1.0,0.730073,0.4375,0.658940,0.6031
755,B_scale0.01,0.655586,0.6250,0.669769,0.5906
756,A_scale1.0,0.770461,0.3750,0.661212,0.6000
756,B_scale0.01,0.685612,0.6875,0.663248,0.6062
757,A_scale1.0,0.627283,0.5625,0.658058,0.6031
757,B_scale0.01,0.634340,0.8750,0.658751,0.6250
758,A_scale1.0,0.629077,0.6250,0.660272,0.5969
758,B_scale0.01,0.687829,0.5000,0.661913,0.6188
759,A_scale1.0,0.621322,0.6875,0.657323,0.6062
759,B_scale0.01,0.666824,0.5625,0.661089,0.6156
760,A_scale1.0,0.609850,0.6875,0.654475,0.6156
760,B_scale0.01,0.674125,0.6250,0.659560,0.6250
761,A_scale1.0,0.612528,0.7500,0.655877,0.6219
761,B_scale0.01,0.627845,0.7500,0.658700,0.6281
762,A_scale1.0,0.681433,0.5625,0.659997,0.6094
762,B_scale0.01,0.687838,0.6250,0.664505,0.6188
763,A_scale1.0,0.573130,0.8750,0.652034,0.6250
763,B_scale0.01,0.644408,0.6875,0.663098,0.6219
764,A_scale1.0,0.627469,0.6250,0.652466,0.6219
764,B_scale0.01,0.630814,0.6250,0.662880,0.6188
765,A_scale1.0,0.605113,0.7500,0.652082,0.6250
765,B_scale0.01,0.648250,0.6250,0.664007,0.6188
766,A_scale1.0,0.731904,0.4375,0.655550,0.6219
766,B_scale0.01,0.677328,0.4375,0.665266,0.6031
767,A_scale1.0,0.663694,0.6875,0.656843,0.6188
767,B_scale0.01,0.724438,0.4375,0.667714,0.6000
768,A_scale1.0,0.604452,0.6875,0.649721,0.6281
768,B_scale0.01,0.648683,0.5625,0.663370,0.6062
769,A_scale1.0,0.591218,0.6875,0.646643,0.6312
769,B_scale0.01,0.661018,0.4375,0.664832,0.5969
770,A_scale1.0,0.721214,0.4375,0.648471,0.6219
770,B_scale0.01,0.754151,0.4375,0.666875,0.6000
771,A_scale1.0,0.623054,0.6875,0.647187,0.6281
771,B_scale0.01,0.623309,0.6250,0.665862,0.6000
772,A_scale1.0,0.616561,0.7500,0.646672,0.6281
772,B_scale0.01,0.605556,0.6875,0.662121,0.6062
773,A_scale1.0,0.713712,0.5000,0.651275,0.6188
773,B_scale0.01,0.760808,0.3125,0.669625,0.5813
774,A_scale1.0,0.706826,0.5625,0.653019,0.6188
774,B_scale0.01,0.694531,0.5000,0.669665,0.5813
775,A_scale1.0,0.586372,0.6250,0.645834,0.6281
775,B_scale0.01,0.625535,0.6875,0.668162,0.5844
776,A_scale1.0,0.611857,0.8750,0.637904,0.6531
776,B_scale0.01,0.570279,0.9375,0.662395,0.5969
777,A_scale1.0,0.683065,0.5000,0.640693,0.6500
777,B_scale0.01,0.656521,0.5625,0.663504,0.5813
778,A_scale1.0,0.614542,0.6875,0.639966,0.6531
778,B_scale0.01,0.644911,0.6875,0.661359,0.5906
779,A_scale1.0,0.606784,0.8125,0.639239,0.6594
779,B_scale0.01,0.633121,0.6875,0.659673,0.5969
780,A_scale1.0,0.667692,0.6250,0.642131,0.6562
780,B_scale0.01,0.663946,0.6875,0.659165,0.6000
781,A_scale1.0,0.662771,0.6250,0.644643,0.6500
781,B_scale0.01,0.650593,0.6250,0.660302,0.5938
782,A_scale1.0,0.642914,0.6250,0.642717,0.6531
782,B_scale0.01,0.697091,0.6250,0.660765,0.5938
783,A_scale1.0,0.595120,0.8125,0.643817,0.6500
783,B_scale0.01,0.571252,0.8125,0.657107,0.6000
784,A_scale1.0,0.697752,0.5625,0.647331,0.6469
784,B_scale0.01,0.638688,0.6875,0.657500,0.6031
785,A_scale1.0,0.710139,0.4375,0.652582,0.6312
785,B_scale0.01,0.695679,0.5000,0.659872,0.5969
786,A_scale1.0,0.628410,0.5625,0.647408,0.6375
786,B_scale0.01,0.685618,0.6250,0.660286,0.6062
787,A_scale1.0,0.595366,0.8750,0.643991,0.6469
787,B_scale0.01,0.714070,0.5000,0.659768,0.6094
788,A_scale1.0,0.626863,0.7500,0.645112,0.6500
788,B_scale0.01,0.784743,0.3125,0.666571,0.5969
789,A_scale1.0,0.752751,0.2500,0.653188,0.6281
789,B_scale0.01,0.685183,0.6250,0.667779,0.6062
790,A_scale1.0,0.635359,0.6875,0.648896,0.6406
790,B_scale0.01,0.782162,0.3125,0.669180,0.6000
791,A_scale1.0,0.645070,0.6875,0.649996,0.6406
791,B_scale0.01,0.657280,0.6250,0.670878,0.6000
792,A_scale1.0,0.740491,0.5000,0.656193,0.6281
792,B_scale0.01,0.679223,0.6250,0.674562,0.5969
793,A_scale1.0,0.703064,0.5625,0.655661,0.6312
793,B_scale0.01,0.649500,0.6875,0.668996,0.6156
794,A_scale1.0,0.597584,0.7500,0.650198,0.6406
794,B_scale0.01,0.647093,0.6875,0.666624,0.6250
795,A_scale1.0,0.626535,0.6250,0.652207,0.6406
795,B_scale0.01,0.634137,0.6250,0.667055,0.6219
796,A_scale1.0,0.679316,0.6250,0.655580,0.6281
796,B_scale0.01,0.666806,0.6250,0.671881,0.6062
797,A_scale1.0,0.563220,0.7500,0.649587,0.6406
797,B_scale0.01,0.604954,0.6875,0.669303,0.6125
798,A_scale1.0,0.641525,0.6250,0.650936,0.6375
798,B_scale0.01,0.629559,0.6875,0.668535,0.6125
799,A_scale1.0,0.701083,0.5000,0.655651,0.6219
799,B_scale0.01,0.706557,0.3750,0.672207,0.5969
800,A_scale1.0,0.681301,0.5000,0.656332,0.6156
800,B_scale0.01,0.710198,0.4375,0.674519,0.5844
801,A_scale1.0,0.621895,0.7500,0.654288,0.6219
801,B_scale0.01,0.583623,0.6250,0.671171,0.5844
802,A_scale1.0,0.586535,0.7500,0.651469,0.6281
802,B_scale0.01,0.600454,0.5625,0.666339,0.5813
803,A_scale1.0,0.685060,0.5625,0.655966,0.6156
803,B_scale0.01,0.738235,0.3750,0.674688,0.5594
804,A_scale1.0,0.622754,0.6250,0.652216,0.6188
804,B_scale0.01,0.624142,0.6250,0.673961,0.5563
805,A_scale1.0,0.550486,0.8125,0.644233,0.6375
805,B_scale0.01,0.576339,0.6250,0.667994,0.5625
806,A_scale1.0,0.769649,0.3750,0.651295,0.6281
806,B_scale0.01,0.740119,0.4375,0.670719,0.5531
807,A_scale1.0,0.660129,0.6250,0.654534,0.6156
807,B_scale0.01,0.691927,0.5000,0.669612,0.5531
808,A_scale1.0,0.699926,0.5625,0.658187,0.6062
808,B_scale0.01,0.734359,0.3750,0.667093,0.5563
809,A_scale1.0,0.716425,0.6250,0.656370,0.6250
809,B_scale0.01,0.740364,0.4375,0.669852,0.5469
810,A_scale1.0,0.699763,0.6250,0.659591,0.6219
810,B_scale0.01,0.708855,0.5000,0.666186,0.5563
811,A_scale1.0,0.668400,0.6875,0.660757,0.6219
811,B_scale0.01,0.679068,0.6250,0.667276,0.5563
812,A_scale1.0,0.705526,0.5625,0.659009,0.6250
812,B_scale0.01,0.718108,0.3750,0.669220,0.5437
813,A_scale1.0,0.586367,0.8750,0.653174,0.6406
813,B_scale0.01,0.644005,0.6875,0.668945,0.5437
814,A_scale1.0,0.657744,0.5625,0.656182,0.6312
814,B_scale0.01,0.696970,0.5000,0.671439,0.5344
815,A_scale1.0,0.571178,0.6875,0.653414,0.6344
815,B_scale0.01,0.570923,0.8750,0.668278,0.5469
816,A_scale1.0,0.673805,0.6250,0.653138,0.6344
816,B_scale0.01,0.617138,0.8125,0.665795,0.5563
817,A_scale1.0,0.622376,0.6250,0.656096,0.6281
817,B_scale0.01,0.672229,0.5625,0.669159,0.5500
818,A_scale1.0,0.557992,0.7500,0.651920,0.6344
818,B_scale0.01,0.677590,0.5000,0.671560,0.5406
819,A_scale1.0,0.673591,0.5000,0.650545,0.6344
819,B_scale0.01,0.713324,0.4375,0.671899,0.5437
820,A_scale1.0,0.632460,0.6250,0.648103,0.6406
820,B_scale0.01,0.716541,0.5000,0.672216,0.5469
821,A_scale1.0,0.788963,0.4375,0.656456,0.6250
821,B_scale0.01,0.702753,0.5000,0.678172,0.5406
822,A_scale1.0,0.654995,0.5000,0.659879,0.6125
822,B_scale0.01,0.616592,0.8125,0.678979,0.5531
823,A_scale1.0,0.644977,0.5000,0.657875,0.6094
823,B_scale0.01,0.660340,0.6875,0.675084,0.5687
824,A_scale1.0,0.623033,0.6875,0.657889,0.6125
824,B_scale0.01,0.679864,0.6250,0.677870,0.5687
825,A_scale1.0,0.723398,0.4375,0.666535,0.5938
825,B_scale0.01,0.703887,0.4375,0.684248,0.5594
826,A_scale1.0,0.629860,0.5625,0.659545,0.6031
826,B_scale0.01,0.643843,0.6875,0.679434,0.5719
827,A_scale1.0,0.671755,0.5000,0.660127,0.5969
827,B_scale0.01,0.646320,0.6875,0.677154,0.5813
828,A_scale1.0,0.614565,0.6875,0.655859,0.6031
828,B_scale0.01,0.662842,0.7500,0.673578,0.6000
829,A_scale1.0,0.613655,0.7500,0.650720,0.6094
829,B_scale0.01,0.649886,0.6875,0.669054,0.6125
830,A_scale1.0,0.570360,0.8750,0.644250,0.6219
830,B_scale0.01,0.643116,0.5625,0.665767,0.6156
831,A_scale1.0,0.654921,0.5625,0.643576,0.6156
831,B_scale0.01,0.631698,0.6250,0.663398,0.6156
832,A_scale1.0,0.647078,0.5625,0.640654,0.6156
832,B_scale0.01,0.626320,0.8125,0.658809,0.6375
833,A_scale1.0,0.684364,0.5000,0.645553,0.5969
833,B_scale0.01,0.710641,0.4375,0.662141,0.6250
834,A_scale1.0,0.701542,0.4375,0.647743,0.5906
834,B_scale0.01,0.665124,0.6250,0.660548,0.6312
835,A_scale1.0,0.592098,0.5625,0.648789,0.5844
835,B_scale0.01,0.607271,0.7500,0.662366,0.6250
836,A_scale1.0,0.642256,0.5625,0.647212,0.5813
836,B_scale0.01,0.675600,0.5625,0.665289,0.6125
837,A_scale1.0,0.744977,0.4375,0.653342,0.5719
837,B_scale0.01,0.735653,0.3750,0.668460,0.6031
838,A_scale1.0,0.709588,0.5625,0.660922,0.5625
838,B_scale0.01,0.678552,0.6875,0.668508,0.6125
839,A_scale1.0,0.557784,0.8750,0.655131,0.5813
839,B_scale0.01,0.603375,0.8750,0.663011,0.6344
840,A_scale1.0,0.650458,0.6875,0.656031,0.5844
840,B_scale0.01,0.644798,0.7500,0.659424,0.6469
841,A_scale1.0,0.649404,0.5625,0.649053,0.5906
841,B_scale0.01,0.668913,0.6250,0.657732,0.6531
842,A_scale1.0,0.740527,0.4375,0.653330,0.5875
842,B_scale0.01,0.689520,0.6875,0.661378,0.6469
843,A_scale1.0,0.624270,0.5625,0.652295,0.5906
843,B_scale0.01,0.596220,0.8125,0.658172,0.6531
844,A_scale1.0,0.621973,0.6250,0.652242,0.5875
844,B_scale0.01,0.583193,0.7500,0.653339,0.6594
845,A_scale1.0,0.715016,0.4375,0.651823,0.5875
845,B_scale0.01,0.740156,0.3125,0.655152,0.6531
846,A_scale1.0,0.665569,0.4375,0.653608,0.5813
846,B_scale0.01,0.685712,0.5000,0.657245,0.6438
847,A_scale1.0,0.660825,0.5625,0.653061,0.5844
847,B_scale0.01,0.675809,0.5000,0.658720,0.6344
848,A_scale1.0,0.629418,0.6250,0.653804,0.5813
848,B_scale0.01,0.688817,0.4375,0.660019,0.6188
849,A_scale1.0,0.706809,0.5625,0.658462,0.5719
849,B_scale0.01,0.689474,0.6250,0.661998,0.6156
850,A_scale1.0,0.619098,0.6250,0.660899,0.5594
850,B_scale0.01,0.637643,0.7500,0.661725,0.6250
851,A_scale1.0,0.601931,0.7500,0.658249,0.5687
851,B_scale0.01,0.608634,0.6250,0.660571,0.6250
852,A_scale1.0,0.647280,0.6875,0.658259,0.5750
852,B_scale0.01,0.651202,0.5625,0.661815,0.6125
853,A_scale1.0,0.677882,0.4375,0.657935,0.5719
853,B_scale0.01,0.632230,0.6875,0.657895,0.6250
854,A_scale1.0,0.745435,0.5000,0.660130,0.5750
854,B_scale0.01,0.692085,0.5000,0.659243,0.6188
855,A_scale1.0,0.688850,0.5625,0.664968,0.5750
855,B_scale0.01,0.699286,0.5625,0.663844,0.6094
856,A_scale1.0,0.584811,0.8750,0.662095,0.5906
856,B_scale0.01,0.655974,0.5625,0.662862,0.6094
857,A_scale1.0,0.560798,0.7500,0.652886,0.6062
857,B_scale0.01,0.607875,0.6250,0.656473,0.6219
858,A_scale1.0,0.627920,0.7500,0.648803,0.6156
858,B_scale0.01,0.629271,0.6875,0.654009,0.6219
859,A_scale1.0,0.601847,0.7500,0.651006,0.6094
859,B_scale0.01,0.612259,0.6250,0.654454,0.6094
860,A_scale1.0,0.493378,0.8125,0.643152,0.6156
860,B_scale0.01,0.499971,0.8125,0.647212,0.6125
861,A_scale1.0,0.831414,0.4375,0.652253,0.6094
861,B_scale0.01,0.755965,0.5000,0.651565,0.6062
862,A_scale1.0,0.644062,0.6875,0.647429,0.6219
862,B_scale0.01,0.639326,0.5625,0.649055,0.6000
863,A_scale1.0,0.740612,0.4375,0.653246,0.6156
863,B_scale0.01,0.705197,0.5000,0.654504,0.5844
864,A_scale1.0,0.703074,0.5000,0.657301,0.6094
864,B_scale0.01,0.767811,0.3750,0.663735,0.5656
865,A_scale1.0,0.604904,0.6250,0.651796,0.6188
865,B_scale0.01,0.571795,0.6250,0.655317,0.5813
866,A_scale1.0,0.723256,0.3750,0.654680,0.6156
866,B_scale0.01,0.806442,0.4375,0.661353,0.5781
867,A_scale1.0,0.648332,0.6250,0.654056,0.6188
867,B_scale0.01,0.676174,0.5625,0.661371,0.5813
868,A_scale1.0,0.603934,0.6875,0.652781,0.6219
868,B_scale0.01,0.621467,0.6875,0.658004,0.5938
869,A_scale1.0,0.615692,0.6875,0.648225,0.6281
869,B_scale0.01,0.662478,0.6250,0.656654,0.5938
870,A_scale1.0,0.618546,0.6250,0.648198,0.6281
870,B_scale0.01,0.638881,0.6875,0.656716,0.5906
871,A_scale1.0,0.754061,0.3750,0.655804,0.6094
871,B_scale0.01,0.759825,0.4375,0.664276,0.5813
872,A_scale1.0,0.633485,0.4375,0.655115,0.5969
872,B_scale0.01,0.659702,0.6250,0.664701,0.5844
873,A_scale1.0,0.718525,0.4375,0.657147,0.5969
873,B_scale0.01,0.702219,0.5000,0.668200,0.5750
874,A_scale1.0,0.720028,0.6250,0.655876,0.6031
874,B_scale0.01,0.698329,0.4375,0.668512,0.5719
875,A_scale1.0,0.600722,0.7500,0.651470,0.6125
875,B_scale0.01,0.661785,0.6875,0.666637,0.5781
876,A_scale1.0,0.682769,0.5625,0.656368,0.5969
876,B_scale0.01,0.631458,0.6875,0.665411,0.5844
877,A_scale1.0,0.658268,0.3750,0.661241,0.5781
877,B_scale0.01,0.656776,0.5625,0.667857,0.5813
878,A_scale1.0,0.681727,0.6250,0.663932,0.5719
878,B_scale0.01,0.643216,0.6875,0.668554,0.5813
879,A_scale1.0,0.545718,0.8750,0.661125,0.5781
879,B_scale0.01,0.591601,0.8750,0.667521,0.5938
880,A_scale1.0,0.578778,0.8750,0.665395,0.5813
880,B_scale0.01,0.593145,0.9375,0.672180,0.6000
881,A_scale1.0,0.614037,0.7500,0.654527,0.5969
881,B_scale0.01,0.659592,0.4375,0.667361,0.5969
882,A_scale1.0,0.633575,0.6875,0.654002,0.5969
882,B_scale0.01,0.681287,0.5625,0.669459,0.5969
883,A_scale1.0,0.659469,0.6250,0.649945,0.6062
883,B_scale0.01,0.655444,0.4375,0.666971,0.5938
884,A_scale1.0,0.693800,0.5000,0.649481,0.6062
884,B_scale0.01,0.692209,0.4375,0.663191,0.5969
885,A_scale1.0,0.534937,0.7500,0.645983,0.6125
885,B_scale0.01,0.580208,0.7500,0.663612,0.6031
886,A_scale1.0,0.731947,0.5000,0.646417,0.6188
886,B_scale0.01,0.789915,0.4375,0.662786,0.6031
887,A_scale1.0,0.704120,0.6250,0.649207,0.6188
887,B_scale0.01,0.649482,0.6250,0.661451,0.6062
888,A_scale1.0,0.566183,0.6250,0.647319,0.6156
888,B_scale0.01,0.645828,0.5000,0.662669,0.5969
889,A_scale1.0,0.729449,0.5000,0.653007,0.6062
889,B_scale0.01,0.728854,0.5625,0.665988,0.5938
890,A_scale1.0,0.672070,0.5000,0.655683,0.6000
890,B_scale0.01,0.657557,0.6250,0.666922,0.5906
891,A_scale1.0,0.760079,0.4375,0.655984,0.6031
891,B_scale0.01,0.774191,0.3125,0.667640,0.5844
892,A_scale1.0,0.663462,0.5000,0.657483,0.6062
892,B_scale0.01,0.646407,0.6875,0.666975,0.5875
893,A_scale1.0,0.659234,0.5625,0.654519,0.6125
893,B_scale0.01,0.618613,0.6250,0.662795,0.5938
894,A_scale1.0,0.634139,0.6250,0.650224,0.6125
894,B_scale0.01,0.629281,0.6250,0.659342,0.6031
895,A_scale1.0,0.675846,0.5625,0.653980,0.6031
895,B_scale0.01,0.695288,0.5625,0.661018,0.5969
896,A_scale1.0,0.677117,0.5000,0.653698,0.6000
896,B_scale0.01,0.701724,0.5000,0.664531,0.5875
897,A_scale1.0,0.704721,0.5000,0.656020,0.6062
897,B_scale0.01,0.658865,0.6250,0.664635,0.5906
898,A_scale1.0,0.704038,0.4375,0.657136,0.5969
898,B_scale0.01,0.690345,0.5000,0.666992,0.5813
899,A_scale1.0,0.555261,0.8125,0.657613,0.5938
899,B_scale0.01,0.601692,0.6250,0.667496,0.5687
900,A_scale1.0,0.734861,0.4375,0.665417,0.5719
900,B_scale0.01,0.677428,0.5625,0.671710,0.5500
901,A_scale1.0,0.566945,0.8125,0.663063,0.5750
901,B_scale0.01,0.616853,0.6250,0.669573,0.5594
902,A_scale1.0,0.658210,0.5625,0.664294,0.5687
902,B_scale0.01,0.560360,0.7500,0.663527,0.5687
903,A_scale1.0,0.705292,0.5000,0.666585,0.5625
903,B_scale0.01,0.825617,0.3125,0.672036,0.5625
904,A_scale1.0,0.672614,0.6250,0.665526,0.5687
904,B_scale0.01,0.658975,0.5625,0.670374,0.5687
905,A_scale1.0,0.626771,0.7500,0.670118,0.5687
905,B_scale0.01,0.742337,0.5000,0.678481,0.5563
906,A_scale1.0,0.565610,0.7500,0.661801,0.5813
906,B_scale0.01,0.729713,0.4375,0.675470,0.5563
907,A_scale1.0,0.715633,0.5625,0.662377,0.5781
907,B_scale0.01,0.757663,0.3125,0.680879,0.5406
908,A_scale1.0,0.699246,0.5000,0.669030,0.5719
908,B_scale0.01,0.650730,0.6250,0.681125,0.5469
909,A_scale1.0,0.521721,0.8125,0.658643,0.5875
909,B_scale0.01,0.636428,0.6875,0.676503,0.5531
910,A_scale1.0,0.639774,0.6875,0.657029,0.5969
910,B_scale0.01,0.656156,0.6250,0.676433,0.5531
911,A_scale1.0,0.672654,0.6250,0.652657,0.6062
911,B_scale0.01,0.626098,0.6250,0.669029,0.5687
912,A_scale1.0,0.890758,0.3750,0.664022,0.6000
912,B_scale0.01,0.838426,0.3750,0.678630,0.5531
913,A_scale1.0,0.753310,0.5000,0.668726,0.5969
913,B_scale0.01,0.746318,0.4375,0.685015,0.5437
914,A_scale1.0,0.658062,0.5625,0.669922,0.5938
914,B_scale0.01,0.661239,0.6250,0.686613,0.5437
915,A_scale1.0,0.548234,0.6875,0.663541,0.6000
915,B_scale0.01,0.586417,0.6875,0.681169,0.5500
916,A_scale1.0,0.561707,0.8125,0.657771,0.6156
916,B_scale0.01,0.563112,0.6875,0.674239,0.5594
917,A_scale1.0,0.594518,0.6875,0.652261,0.6250
917,B_scale0.01,0.550863,0.6875,0.668839,0.5625
918,A_scale1.0,0.600093,0.6250,0.647064,0.6344
918,B_scale0.01,0.629019,0.6250,0.665772,0.5687
919,A_scale1.0,0.598776,0.6875,0.649239,0.6281
919,B_scale0.01,0.677935,0.5000,0.669584,0.5625
920,A_scale1.0,0.662762,0.6250,0.645634,0.6375
920,B_scale0.01,0.624557,0.5625,0.666941,0.5625
921,A_scale1.0,0.613686,0.6875,0.647971,0.6312
921,B_scale0.01,0.624324,0.6875,0.667314,0.5656
922,A_scale1.0,0.719015,0.5000,0.651012,0.6281
922,B_scale0.01,0.771905,0.4375,0.677892,0.5500
923,A_scale1.0,0.699034,0.5625,0.650699,0.6312
923,B_scale0.01,0.760567,0.4375,0.674639,0.5563
924,A_scale1.0,0.763496,0.3750,0.655243,0.6188
924,B_scale0.01,0.746158,0.3125,0.678998,0.5437
925,A_scale1.0,0.609934,0.7500,0.654401,0.6188
925,B_scale0.01,0.656648,0.6250,0.674714,0.5500
926,A_scale1.0,0.641012,0.5625,0.658171,0.6094
926,B_scale0.01,0.660814,0.6875,0.671269,0.5625
927,A_scale1.0,0.570701,0.7500,0.650925,0.6188
927,B_scale0.01,0.605185,0.8750,0.663645,0.5906
928,A_scale1.0,0.721735,0.5000,0.652049,0.6188
928,B_scale0.01,0.746583,0.5000,0.668438,0.5844
929,A_scale1.0,0.635542,0.6875,0.657740,0.6125
929,B_scale0.01,0.618925,0.6875,0.667562,0.5844
