step,model,loss,acc,avg_loss_20,avg_acc_20
1382,B_scale0.01,0.592284,0.6875,0.634181,0.6531
1383,A_scale1.0,0.630943,0.6875,0.639467,0.6156
1383,B_scale0.01,0.691588,0.6250,0.629119,0.6562
1384,A_scale1.0,0.593020,0.6875,0.639801,0.6094
1384,B_scale0.01,0.557625,0.7500,0.629404,0.6531
1385,A_scale1.0,0.664984,0.6875,0.641440,0.6125
1385,B_scale0.01,0.675950,0.5000,0.629142,0.6469
1386,A_scale1.0,0.704775,0.5000,0.643005,0.6156
1386,B_scale0.01,0.707122,0.5000,0.631530,0.6406
1387,A_scale1.0,0.747468,0.4375,0.651039,0.6094
1387,B_scale0.01,0.758740,0.3750,0.639807,0.6250
1388,A_scale1.0,0.834699,0.4375,0.665347,0.5875
1388,B_scale0.01,0.699151,0.5625,0.649049,0.6156
1389,A_scale1.0,0.674431,0.6875,0.666406,0.5938
1389,B_scale0.01,0.621963,0.6875,0.651130,0.6125
1390,A_scale1.0,0.789240,0.3750,0.675716,0.5750
1390,B_scale0.01,0.725885,0.5625,0.658969,0.6031
1391,A_scale1.0,0.742608,0.4375,0.680806,0.5656
1391,B_scale0.01,0.767282,0.5000,0.667779,0.5938
1392,A_scale1.0,0.795127,0.3750,0.689056,0.5563
1392,B_scale0.01,0.699874,0.4375,0.670116,0.5844
1393,A_scale1.0,0.715437,0.5000,0.692729,0.5594
1393,B_scale0.01,0.744967,0.4375,0.677466,0.5687
1394,A_scale1.0,0.625127,0.5000,0.687533,0.5625
1394,B_scale0.01,0.652846,0.6875,0.673104,0.5781
1395,A_scale1.0,0.634878,0.6875,0.688395,0.5594
1395,B_scale0.01,0.597771,0.7500,0.674436,0.5781
1396,A_scale1.0,0.705320,0.5000,0.689776,0.5531
1396,B_scale0.01,0.687762,0.6875,0.677906,0.5813
1397,A_scale1.0,0.657685,0.5000,0.692023,0.5469
1397,B_scale0.01,0.714783,0.5000,0.683065,0.5719
1398,A_scale1.0,0.706543,0.6250,0.692539,0.5563
1398,B_scale0.01,0.738157,0.5000,0.684629,0.5687
1399,A_scale1.0,0.738528,0.5625,0.697120,0.5594
1399,B_scale0.01,0.745732,0.4375,0.692267,0.5594
1400,A_scale1.0,0.702005,0.5625,0.697207,0.5594
1400,B_scale0.01,0.664976,0.5000,0.688363,0.5656
1401,A_scale1.0,0.623066,0.7500,0.695732,0.5656
1401,B_scale0.01,0.619744,0.6250,0.683210,0.5656
1402,A_scale1.0,0.613392,0.6250,0.694964,0.5563
1402,B_scale0.01,0.656563,0.6250,0.686424,0.5625
1403,A_scale1.0,0.600602,0.8125,0.693447,0.5625
1403,B_scale0.01,0.625465,0.6875,0.683118,0.5656
1404,A_scale1.0,0.683429,0.6250,0.697967,0.5594
1404,B_scale0.01,0.662835,0.6250,0.688378,0.5594
1405,A_scale1.0,0.623884,0.7500,0.695912,0.5625
1405,B_scale0.01,0.587099,0.7500,0.683936,0.5719
1406,A_scale1.0,0.658140,0.8125,0.693580,0.5781
1406,B_scale0.01,0.627868,0.7500,0.679973,0.5844
1407,A_scale1.0,0.652807,0.6250,0.688847,0.5875
1407,B_scale0.01,0.739615,0.4375,0.679017,0.5875
1408,A_scale1.0,0.649502,0.6875,0.679587,0.6000
1408,B_scale0.01,0.607889,0.7500,0.674454,0.5969
1409,A_scale1.0,0.665103,0.5625,0.679121,0.5938
1409,B_scale0.01,0.605326,0.6875,0.673622,0.5969
1410,A_scale1.0,0.600322,0.6875,0.669675,0.6094
1410,B_scale0.01,0.563294,0.7500,0.665492,0.6062
1411,A_scale1.0,0.627972,0.6875,0.663943,0.6219
1411,B_scale0.01,0.678153,0.6250,0.661036,0.6125
1412,A_scale1.0,0.575482,0.7500,0.652961,0.6406
1412,B_scale0.01,0.645223,0.7500,0.658303,0.6281
1413,A_scale1.0,0.637750,0.7500,0.649077,0.6531
1413,B_scale0.01,0.641515,0.7500,0.653131,0.6438
1414,A_scale1.0,0.657850,0.6250,0.650713,0.6594
1414,B_scale0.01,0.634888,0.6875,0.652233,0.6438
1415,A_scale1.0,0.683508,0.6250,0.653144,0.6562
1415,B_scale0.01,0.636983,0.6875,0.654194,0.6406
1416,A_scale1.0,0.728640,0.5000,0.654310,0.6562
1416,B_scale0.01,0.759950,0.5625,0.657803,0.6344
1417,A_scale1.0,0.652050,0.4375,0.654029,0.6531
1417,B_scale0.01,0.650100,0.5625,0.654569,0.6375
1418,A_scale1.0,0.712548,0.4375,0.654329,0.6438
1418,B_scale0.01,0.699939,0.4375,0.652658,0.6344
1419,A_scale1.0,0.812140,0.3750,0.658009,0.6344
1419,B_scale0.01,0.817716,0.3750,0.656257,0.6312
1420,A_scale1.0,0.719422,0.5625,0.658880,0.6344
1420,B_scale0.01,0.729567,0.5000,0.659487,0.6312
1421,A_scale1.0,0.744351,0.4375,0.664945,0.6188
1421,B_scale0.01,0.706669,0.5000,0.663833,0.6250
1422,A_scale1.0,0.687285,0.5000,0.668639,0.6125
1422,B_scale0.01,0.696277,0.5000,0.665819,0.6188
1423,A_scale1.0,0.624770,0.7500,0.669848,0.6094
1423,B_scale0.01,0.687113,0.4375,0.668901,0.6062
1424,A_scale1.0,0.642285,0.5000,0.667790,0.6031
1424,B_scale0.01,0.722954,0.5000,0.671907,0.6000
1425,A_scale1.0,0.614929,0.6875,0.667343,0.6000
1425,B_scale0.01,0.665488,0.6875,0.675826,0.5969
1426,A_scale1.0,0.659590,0.4375,0.667415,0.5813
1426,B_scale0.01,0.600579,0.7500,0.674462,0.5969
1427,A_scale1.0,0.698432,0.6875,0.669696,0.5844
1427,B_scale0.01,0.741749,0.4375,0.674569,0.5969
1428,A_scale1.0,0.652510,0.6875,0.669847,0.5844
1428,B_scale0.01,0.639454,0.6875,0.676147,0.5938
1429,A_scale1.0,0.671824,0.5625,0.670183,0.5844
1429,B_scale0.01,0.655398,0.5625,0.678650,0.5875
1430,A_scale1.0,0.651525,0.5625,0.672743,0.5781
1430,B_scale0.01,0.633195,0.6250,0.682146,0.5813
1431,A_scale1.0,0.633481,0.6250,0.673019,0.5750
1431,B_scale0.01,0.639202,0.6875,0.680198,0.5844
1432,A_scale1.0,0.630979,0.7500,0.675793,0.5750
1432,B_scale0.01,0.638193,0.6250,0.679847,0.5781
1433,A_scale1.0,0.691104,0.3750,0.678461,0.5563
1433,B_scale0.01,0.667872,0.4375,0.681164,0.5625
1434,A_scale1.0,0.704292,0.5625,0.680783,0.5531
1434,B_scale0.01,0.694145,0.3750,0.684127,0.5469
1435,A_scale1.0,0.666711,0.6875,0.679943,0.5563
1435,B_scale0.01,0.614664,0.6250,0.683011,0.5437
1436,A_scale1.0,0.659290,0.5625,0.676476,0.5594
1436,B_scale0.01,0.633108,0.6875,0.676669,0.5500
1437,A_scale1.0,0.604088,0.6875,0.674078,0.5719
1437,B_scale0.01,0.649145,0.5625,0.676621,0.5500
1438,A_scale1.0,0.671789,0.5625,0.672040,0.5781
1438,B_scale0.01,0.694020,0.6250,0.676325,0.5594
1439,A_scale1.0,0.756812,0.4375,0.669273,0.5813
1439,B_scale0.01,0.698757,0.5000,0.670378,0.5656
1440,A_scale1.0,0.601073,0.8125,0.663356,0.5938
1440,B_scale0.01,0.589362,0.6875,0.663367,0.5750
1441,A_scale1.0,0.694030,0.3750,0.660840,0.5906
1441,B_scale0.01,0.730098,0.3750,0.664539,0.5687
1442,A_scale1.0,0.646238,0.7500,0.658788,0.6031
1442,B_scale0.01,0.655387,0.8125,0.662494,0.5844
1443,A_scale1.0,0.652212,0.5625,0.660160,0.5938
1443,B_scale0.01,0.671334,0.5625,0.661705,0.5906
1444,A_scale1.0,0.607693,0.5625,0.658430,0.5969
1444,B_scale0.01,0.681894,0.5000,0.659652,0.5906
1445,A_scale1.0,0.642120,0.5000,0.659790,0.5875
1445,B_scale0.01,0.625952,0.6875,0.657676,0.5906
1446,A_scale1.0,0.576452,0.7500,0.655633,0.6031
1446,B_scale0.01,0.561337,0.6875,0.655713,0.5875
1447,A_scale1.0,0.603275,0.8125,0.650875,0.6094
1447,B_scale0.01,0.530478,0.9375,0.645150,0.6125
1448,A_scale1.0,0.730147,0.5000,0.654757,0.6000
1448,B_scale0.01,0.710932,0.5000,0.648724,0.6031
1449,A_scale1.0,0.802708,0.3125,0.661301,0.5875
1449,B_scale0.01,0.719772,0.5000,0.651942,0.6000
1450,A_scale1.0,0.713232,0.5625,0.664386,0.5875
1450,B_scale0.01,0.680424,0.5625,0.654304,0.5969
1451,A_scale1.0,0.671860,0.5000,0.666305,0.5813
1451,B_scale0.01,0.646558,0.5625,0.654672,0.5906
1452,A_scale1.0,0.613859,0.7500,0.665449,0.5813
1452,B_scale0.01,0.577127,0.6875,0.651618,0.5938
1453,A_scale1.0,0.598681,0.6250,0.660828,0.5938
1453,B_scale0.01,0.632824,0.6250,0.649866,0.6031
1454,A_scale1.0,0.635756,0.6250,0.657401,0.5969
1454,B_scale0.01,0.640885,0.6250,0.647203,0.6156
1455,A_scale1.0,0.662069,0.6250,0.657169,0.5938
1455,B_scale0.01,0.655687,0.6875,0.649254,0.6188
1456,A_scale1.0,0.624001,0.6875,0.655405,0.6000
1456,B_scale0.01,0.593109,0.6875,0.647254,0.6188
1457,A_scale1.0,0.582385,0.8750,0.654320,0.6094
1457,B_scale0.01,0.594116,0.7500,0.644503,0.6281
1458,A_scale1.0,0.620348,0.8125,0.651748,0.6219
1458,B_scale0.01,0.550597,0.6875,0.637332,0.6312
1459,A_scale1.0,0.644942,0.6250,0.646154,0.6312
1459,B_scale0.01,0.719657,0.4375,0.638377,0.6281
1460,A_scale1.0,0.602433,0.8125,0.646222,0.6312
1460,B_scale0.01,0.578100,0.6875,0.637813,0.6281
1461,A_scale1.0,0.645030,0.7500,0.643772,0.6500
1461,B_scale0.01,0.579153,0.7500,0.630266,0.6469
1462,A_scale1.0,0.607489,0.6875,0.641835,0.6469
1462,B_scale0.01,0.640389,0.6875,0.629516,0.6406
1463,A_scale1.0,0.721599,0.6875,0.645304,0.6531
1463,B_scale0.01,0.660362,0.6250,0.628968,0.6438
1464,A_scale1.0,0.680052,0.5000,0.648922,0.6500
1464,B_scale0.01,0.707744,0.5625,0.630260,0.6469
1465,A_scale1.0,0.763128,0.6875,0.654972,0.6594
1465,B_scale0.01,0.679975,0.5625,0.632961,0.6406
1466,A_scale1.0,0.664198,0.5000,0.659360,0.6469
1466,B_scale0.01,0.650142,0.6875,0.637402,0.6406
1467,A_scale1.0,0.625865,0.6875,0.660489,0.6406
1467,B_scale0.01,0.601815,0.6250,0.640968,0.6250
1468,A_scale1.0,0.771025,0.3750,0.662533,0.6344
1468,B_scale0.01,0.740388,0.3125,0.642441,0.6156
1469,A_scale1.0,0.659934,0.6875,0.655394,0.6531
1469,B_scale0.01,0.580068,0.7500,0.635456,0.6281
1470,A_scale1.0,0.657584,0.5625,0.652612,0.6531
1470,B_scale0.01,0.573529,0.6250,0.630111,0.6312
1471,A_scale1.0,0.645021,0.6250,0.651270,0.6594
1471,B_scale0.01,0.688688,0.5000,0.632218,0.6281
1472,A_scale1.0,0.584542,0.7500,0.649804,0.6594
1472,B_scale0.01,0.592707,0.7500,0.632997,0.6312
1473,A_scale1.0,0.651561,0.6875,0.652448,0.6625
1473,B_scale0.01,0.644791,0.5625,0.633595,0.6281
1474,A_scale1.0,0.652148,0.6250,0.653268,0.6625
1474,B_scale0.01,0.641855,0.6875,0.633644,0.6312
1475,A_scale1.0,0.741043,0.5625,0.657216,0.6594
1475,B_scale0.01,0.675070,0.4375,0.634613,0.6188
1476,A_scale1.0,0.695448,0.5000,0.660789,0.6500
1476,B_scale0.01,0.736788,0.5625,0.641797,0.6125
1477,A_scale1.0,0.704634,0.5625,0.666901,0.6344
1477,B_scale0.01,0.733320,0.5000,0.648757,0.6000
1478,A_scale1.0,0.619168,0.6875,0.666842,0.6281
1478,B_scale0.01,0.656773,0.5625,0.654066,0.5938
1479,A_scale1.0,0.593597,0.6875,0.664275,0.6312
1479,B_scale0.01,0.578790,0.7500,0.647022,0.6094
1480,A_scale1.0,0.585393,0.8125,0.663423,0.6312
1480,B_scale0.01,0.565661,0.7500,0.646400,0.6125
1481,A_scale1.0,0.646313,0.6250,0.663487,0.6250
1481,B_scale0.01,0.656391,0.6875,0.650262,0.6094
1482,A_scale1.0,0.546462,0.7500,0.660436,0.6281
1482,B_scale0.01,0.576144,0.6875,0.647050,0.6094
1483,A_scale1.0,0.681823,0.5000,0.658447,0.6188
1483,B_scale0.01,0.784119,0.5000,0.653238,0.6031
1484,A_scale1.0,0.666254,0.5625,0.657757,0.6219
1484,B_scale0.01,0.674316,0.5625,0.651566,0.6031
1485,A_scale1.0,0.537104,0.6875,0.646456,0.6219
1485,B_scale0.01,0.484096,0.6875,0.641772,0.6094
1486,A_scale1.0,0.738426,0.3750,0.650167,0.6156
1486,B_scale0.01,0.718792,0.5000,0.645205,0.6000
1487,A_scale1.0,0.619959,0.6875,0.649872,0.6156
1487,B_scale0.01,0.579782,0.6875,0.644103,0.6031
1488,A_scale1.0,0.637597,0.6250,0.643200,0.6281
1488,B_scale0.01,0.675745,0.6875,0.640871,0.6219
1489,A_scale1.0,0.623848,0.6250,0.641396,0.6250
1489,B_scale0.01,0.669912,0.6250,0.645363,0.6156
1490,A_scale1.0,0.616296,0.6250,0.639332,0.6281
1490,B_scale0.01,0.641221,0.6875,0.648748,0.6188
1491,A_scale1.0,0.713826,0.5625,0.642772,0.6250
1491,B_scale0.01,0.680813,0.6875,0.648354,0.6281
1492,A_scale1.0,0.706500,0.4375,0.648870,0.6094
1492,B_scale0.01,0.662757,0.5625,0.651857,0.6188
1493,A_scale1.0,0.650663,0.6250,0.648825,0.6062
1493,B_scale0.01,0.646857,0.5625,0.651960,0.6188
1494,A_scale1.0,0.630180,0.7500,0.647727,0.6125
1494,B_scale0.01,0.585913,0.7500,0.649163,0.6219
1495,A_scale1.0,0.658331,0.6875,0.643591,0.6188
1495,B_scale0.01,0.696104,0.5625,0.650215,0.6281
1496,A_scale1.0,0.613432,0.7500,0.639490,0.6312
1496,B_scale0.01,0.561769,0.6875,0.641464,0.6344
1497,A_scale1.0,0.726195,0.4375,0.640568,0.6250
1497,B_scale0.01,0.629611,0.5625,0.636278,0.6375
1498,A_scale1.0,0.582021,0.6250,0.638711,0.6219
1498,B_scale0.01,0.656464,0.6250,0.636263,0.6406
1499,A_scale1.0,0.671201,0.5000,0.642591,0.6125
1499,B_scale0.01,0.669284,0.5625,0.640787,0.6312
1500,A_scale1.0,0.630256,0.5625,0.644834,0.6000
1500,B_scale0.01,0.728881,0.5000,0.648948,0.6188
